ad	density	cc	spath	eigencentr	betwcentr
drug_46	-831	-542.5	-582	-543	672	461
drug_460	-831	-516.5	-660	-489	-542	736
drug_461	-831	-1078.5	-830.5	-1040.5	-693.5	-831.5
drug_462	-831	-623.5	-752	-620	757.5	-456
drug_463	-831	-841	-921	-818.5	-1077.5	-606
drug_464	-831	-1007	-1105	-970	-1072.5	-735
drug_465	-831	-526.5	-611.5	-520.5	696	421.5
drug_466	-831	-1007	-1105	-970	-1004	-735
drug_467	-831	930.5	-879.5	906.5	931	763.5
drug_468	-831	-1007	-1105	-970	-1167.5	-735
drug_469	-831	882.5	-1007.5	861.5	935	595.5
drug_47	-831	677.5	-688	682	594	573
drug_470	-831	-1007	-1105	-970	-940	-735
drug_471	-831	-1072	-822	-1030	-1007.5	-838
drug_472	-831	-1007	-1105	-970	-1107.5	-735
drug_473	-831	-1007	-1105	-970	-1263	-735
drug_474	-831	-1007	-1105	-970	-1202.5	-735
drug_475	-831	-1007	-1105	-970	-1202.5	-735
drug_476	-831	-1007	-1105	-970	-1043	-735
drug_477	-831	-1007	-1105	-970	-1229.5	-735
drug_478	-831	-1007	-1105	-970	1037.5	-735
drug_479	-831	-1007	-1105	-970	-1202.5	-735
drug_48	-831	-1007	-1105	-970	-1174.5	-735
drug_480	-831	-1007	-1105	-970	964.5	-735
drug_481	-831	-1242	-1187	-1209.5	-1300	-1043
drug_482	-831	-1007	-1105	-970	-1072.5	-735
drug_483	-831	-1007	-1105	-970	-1263	-735
drug_484	-831	-1144.5	-1035.5	-1097.5	-1153	-899.5
drug_485	-831	-1007	-1105	-970	-1004	-735
drug_486	-831	-1212.5	-882	-1178.5	-1365.5	-526
drug_487	-831	-1007	-1105	-970	-1004	-735
drug_488	-831	930.5	-879.5	906.5	-997.5	763.5
drug_489	-831	-1007	-1105	-970	-1107.5	-735
drug_49	-831	-715.5	-1025.5	-592	-880	-965.5
drug_490	-831	-1144.5	-1035.5	-1097.5	-1052.5	-899.5
drug_491	-831	882.5	-1007.5	861.5	1140.5	595.5
drug_492	-831	949	-759	939	1201	727
drug_493	-831	-1007	-1105	-970	-1107.5	-735
drug_494	-831	-1144.5	-1035.5	-1097.5	-885	-899.5
drug_495	-831	-1007	-1105	-970	-1202.5	-735
drug_496	-831	882.5	-1007.5	861.5	1137	595.5
drug_5	-831	1031	1019	1021	857	885
drug_50	-831	-1007	-1105	-970	-1107.5	-735
drug_51	-831	-752.5	-993.5	-711.5	834	-483.5
drug_52	-831	-1007	-1105	-970	-1146.5	-735
drug_53	-831	988.5	1007.5	970.5	-1094	914.5
drug_54	-831	988.5	1007.5	970.5	889	914.5
drug_55	-831	988.5	1007.5	970.5	1093	914.5
drug_56	-831	936.5	722	930.5	1014	738
drug_57	-831	-891	-706.5	-867.5	-660	-539.5
drug_58	-831	-704	-803	-573.5	-750.5	-874
drug_59	-831	-715.5	-1025.5	-592	-972.5	-965.5
drug_6	-831	1021.5	1036.5	1002.5	1159	877.5
drug_60	-831	891.5	878.5	879.5	881	774.5
drug_61	-831	891.5	878.5	879.5	883	774.5
drug_62	-831	988.5	1007.5	970.5	1093	914.5
drug_63	-831	-1100	918	-1061	-972	-911
drug_64	-831	-715.5	-1025.5	-592	-771	-965.5
drug_65	-831	891.5	878.5	879.5	996.5	774.5
drug_66	-831	-874.5	-795.5	-671.5	-846.5	-1030.5
drug_67	-831	-1007	-1105	-970	-1004	-735
drug_68	-831	-874.5	-795.5	-671.5	-785	-1030.5
drug_69	-831	-891	-706.5	-867.5	-816.5	-539.5
drug_7	-831	-943	942.5	-1017.5	-738.5	-891.5
drug_70	-831	891.5	878.5	879.5	994.5	774.5
drug_71	-831	746.5	905	-564	821	1074
drug_72	-831	-1007	-1105	-970	-1263	-735
drug_73	-831	988.5	1007.5	970.5	889	914.5
drug_74	-831	988.5	1007.5	970.5	-1097	914.5
drug_75	-831	988.5	1007.5	970.5	-891.5	914.5
drug_76	-831	-937	890	-922	-706	-868
drug_77	-831	988.5	1007.5	970.5	1003.5	914.5
drug_78	-831	-960.5	-875	-913.5	-675.5	-527
drug_79	-831	1315.5	1217.5	1306.5	-1231	1204.5
drug_8	-831	-1007	-1105	-970	-1202.5	-735
drug_80	-831	988.5	1007.5	970.5	1009	914.5
drug_81	-831	688.5	-808.5	-533.5	-665	980.5
drug_82	-831	-931	967.5	-916.5	-713.5	-811.5
drug_83	-831	1021.5	1036.5	1002.5	1154	877.5
drug_84	-831	1090	1108	1077	1120.5	991
drug_85	-831	1062	1059	1051.5	1237	934
drug_86	-831	930.5	-879.5	906.5	999	763.5
drug_87	-831	1021.5	1036.5	1002.5	-910.5	877.5
drug_88	-831	1062	1059	1051.5	979	934
drug_89	-831	1095.5	1048	1084.5	970	1001
drug_9	-831	-1102	947	-1072	-795.5	-933
drug_90	-831	-1057	-841	-1021	-799	-665
drug_91	-831	1095.5	1048	1084.5	971.5	1001
drug_92	-831	921	-957	895.5	-1020.5	743
drug_93	-831	1062	1059	1051.5	1089	934
drug_94	-831	976.5	951	984	1184	783
drug_95	-831	1095.5	1048	1084.5	1175.5	1001
drug_96	-831	1115.5	1121	1108.5	1017	1032
drug_97	-831	921	-957	895.5	-865	743
drug_98	-831	933.5	916.5	915.5	946	734.5
drug_99	-831	1040	940	1041	982	862
Acebutolol	-831	1381	978	1481	946	1413
Acetylsalicylic_acid	-831	820	833	-948	816	-1153
Alprenolol	-831	1630	1623	1628	1625	1581
Amiloride	-831	-1275	-1187.5	-1277.5	-1339.5	-1227.5
Amlodipine	-831	-981	-1081	998	-1068	-1327
Atenolol	-831	-1233.5	-1525	-912	-1487	823
Atorvastatin	-831	894.5	1314	-875	896	1316
Benazepril	-831	-1187	-1258	-1177.5	-1293	-1142
Bendroflumethiazide	-831	-935	-898	-1038.5	-964	-1303
Betaxolol	-831	1302	1339	1261	1268	1109
Bezafibrate	-831	339	712	326	556	-1268
Bisoprolol	-831	813	1371	790	814	-1267
